RiskIssueKey,RiskIssueID,ProjectKey,RecordType,RiskTitle,RiskCategory,Probability,Impact,RiskScore,RiskSeverity,Owner,IdentifiedDateKey,DueDateKey,ClosedDateKey,IdentifiedDate,DueDate,ClosedDate,RiskStatus,MitigationStatus,IsCritical,IsOverdue
146,RI-027-01,27,Risk,Pilot readiness depends on unresolved actions,Schedule,4,1,4,Low,Systems Lead,20260807,20260811,,2026-08-07,2026-08-11,,Monitoring,In Progress,0,0
147,RI-027-02,27,Issue,External interface decision is blocking delivery — Connected Asset Analytics,Dependency,3,3,9,Medium,Security Lead,20260405,20260618,,2026-04-05,2026-06-18,,Mitigated,Completed,0,0
148,RI-027-03,27,Issue,Pilot readiness depends on unresolved actions,Schedule,5,4,20,Critical,Supplier Manager,20260422,20260811,,2026-04-22,2026-08-11,,Mitigated,Completed,0,0
149,RI-027-04,27,Risk,Backfill timing creates a capacity gap — Connected Asset Analytics,Resource,1,4,4,Low,Release Manager,20260809,20260811,20260811,2026-08-09,2026-08-11,2026-08-11,Closed,Completed,0,0
150,RI-027-05,27,Issue,Upstream data contract remains unresolved — Connected Asset Analytics,Dependency,3,2,6,Medium,Technical Lead,20260210,20260614,20260306,2026-02-10,2026-06-14,2026-03-06,Closed,Completed,0,0
151,RI-027-06,27,Risk,Defect closure rate may miss the exit criterion,Quality,2,2,4,Low,Systems Lead,20260123,20260605,20260328,2026-01-23,2026-06-05,2026-03-28,Closed,Completed,0,0
152,RI-027-07,27,Issue,Security approval is on the critical path,Dependency,2,4,8,Medium,Security Lead,20260623,20260811,,2026-06-23,2026-08-11,,Open,Not Started,0,0
153,RI-028-01,28,Issue,Competing portfolio priority constrains staffing — Connected Asset Platform,Resource,1,5,5,Low,Finance Partner,20260712,20260811,20260729,2026-07-12,2026-08-11,2026-07-29,Closed,Completed,0,0
154,RI-028-02,28,Risk,Technical debt may complicate integration,Technical,3,1,3,Low,Data Lead,20260330,20260521,20260512,2026-03-30,2026-05-21,2026-05-12,Closed,Completed,0,0
155,RI-028-03,28,Risk,Competing portfolio priority constrains staffing,Resource,3,3,9,Medium,Project Manager,20260410,20260701,20260508,2026-04-10,2026-07-01,2026-05-08,Closed,Completed,0,0
156,RI-028-04,28,Risk,Scope clarification may require a budget change — Connected Asset Platform,Cost,3,4,12,High,Product Owner,20260604,20260713,,2026-06-04,2026-07-13,,Open,Not Started,0,1
157,RI-028-05,28,Issue,Upstream data contract remains unresolved — Connected Asset Platform,Dependency,2,3,6,Medium,Quality Lead,20260207,20260415,,2026-02-07,2026-04-15,,Open,Not Started,0,1
158,RI-028-06,28,Issue,Backfill timing creates a capacity gap — Connected Asset Platform,Resource,2,3,6,Medium,Finance Partner,20260110,20260506,,2026-01-10,2026-05-06,,Mitigated,Completed,0,0
159,RI-029-01,29,Issue,Customer test access is not yet confirmed — Connected Asset Optimization,Dependency,2,3,6,Medium,Release Manager,20260113,20260414,,2026-01-13,2026-04-14,,Mitigated,Completed,0,0
160,RI-029-02,29,Risk,Pilot readiness depends on unresolved actions,Schedule,4,2,8,Medium,Technical Lead,20260101,20260429,,2026-01-01,2026-04-29,,Mitigated,Completed,0,0
161,RI-029-03,29,Risk,Competing portfolio priority constrains staffing — Connected Asset Optimization,Resource,3,3,9,Medium,Systems Lead,20260111,20260313,,2026-01-11,2026-03-13,,Open,Not Started,0,1
162,RI-029-04,29,Risk,Committed spend limits recovery options,Cost,1,3,3,Low,Security Lead,20260318,20260715,20260709,2026-03-18,2026-07-15,2026-07-09,Closed,Completed,0,0
163,RI-029-05,29,Issue,Cloud run cost is trending above the baseline,Cost,3,5,15,High,Supplier Manager,20260811,20260811,,2026-08-11,2026-08-11,,Monitoring,In Progress,0,0
164,RI-029-06,29,Issue,Regression scope may exceed the test window,Quality,2,3,6,Medium,Release Manager,20260714,20260811,,2026-07-14,2026-08-11,,Monitoring,In Progress,0,0
165,RI-029-07,29,Risk,Traceability coverage requires remediation,Quality,4,4,16,High,Technical Lead,20251215,20260212,20260110,2025-12-15,2026-02-12,2026-01-10,Closed,Completed,0,0
166,RI-030-01,30,Risk,Contractor transition may reduce throughput,Resource,2,5,10,Medium,Product Owner,20260321,20260625,,2026-03-21,2026-06-25,,Mitigated,Completed,0,0
167,RI-030-02,30,Risk,Legacy data quality could require redesign — Connected Asset Integration,Technical,3,4,12,High,Quality Lead,20260115,20260422,,2026-01-15,2026-04-22,,Mitigated,Completed,0,0
168,RI-030-03,30,Risk,Contractor transition may reduce throughput,Resource,3,5,15,High,Finance Partner,20260422,20260715,20260513,2026-04-22,2026-07-15,2026-05-13,Closed,Completed,0,0
169,RI-030-04,30,Risk,Integration sequence may compress validation,Schedule,3,2,6,Medium,Data Lead,20260618,20260811,,2026-06-18,2026-08-11,,Open,Not Started,0,0
170,RI-030-05,30,Issue,Prototype result may require architecture rework — Connected Asset Integration,Technical,2,3,6,Medium,Project Manager,20260408,20260602,20260507,2026-04-08,2026-06-02,2026-05-07,Closed,Not Required,0,0
171,RI-030-06,30,Risk,Environment parity is not yet demonstrated,Technical,4,5,20,Critical,Product Owner,20260705,20260811,,2026-07-05,2026-08-11,,Monitoring,In Progress,1,0
172,RI-031-01,31,Risk,Platform release timing may create a mismatch — Connected Asset Transformation,Dependency,3,2,6,Medium,Security Lead,20260517,20260810,20260716,2026-05-17,2026-08-10,2026-07-16,Closed,Completed,0,0
173,RI-031-02,31,Risk,Vendor component readiness is uncertain — Connected Asset Transformation,Dependency,4,4,16,High,Supplier Manager,20260503,20260713,,2026-05-03,2026-07-13,,Mitigated,Completed,0,0
174,RI-031-03,31,Risk,Traceability coverage requires remediation,Quality,2,3,6,Medium,Release Manager,20260320,20260612,20260407,2026-03-20,2026-06-12,2026-04-07,Closed,Completed,0,0
175,RI-031-04,31,Risk,Backfill timing creates a capacity gap — Connected Asset Transformation,Resource,2,2,4,Low,Technical Lead,20260526,20260811,,2026-05-26,2026-08-11,,Open,Not Started,0,0
176,RI-031-05,31,Risk,Customer test access is not yet confirmed,Dependency,2,2,4,Low,Systems Lead,20260503,20260811,,2026-05-03,2026-08-11,,Monitoring,In Progress,0,0
177,RI-031-06,31,Risk,Interface behavior remains unproven — Connected Asset Transformation,Technical,5,4,20,Critical,Security Lead,20260402,20260718,20260620,2026-04-02,2026-07-18,2026-06-20,Closed,Completed,0,0
178,RI-031-07,31,Risk,Release window has limited recovery float — Connected Asset Transformation,Schedule,4,4,16,High,Supplier Manager,20260726,20260811,,2026-07-26,2026-08-11,,Open,Not Started,0,0
179,RI-032-01,32,Issue,Prototype result may require architecture rework — Connected Asset Enablement,Technical,3,3,9,Medium,Data Lead,20260711,20260811,,2026-07-11,2026-08-11,,Open,In Progress,0,0
180,RI-032-02,32,Issue,Shared engineer availability may delay delivery — Connected Asset Enablement,Resource,3,5,15,High,Project Manager,20260528,20260723,20260727,2026-05-28,2026-07-23,2026-07-27,Closed,Completed,0,0
181,RI-032-03,32,Risk,Legacy data quality could require redesign — Connected Asset Enablement,Technical,3,2,6,Medium,Product Owner,20260704,20260811,,2026-07-04,2026-08-11,,Monitoring,In Progress,0,0
182,RI-032-04,32,Risk,Interface behavior remains unproven,Technical,2,4,8,Medium,Quality Lead,20260530,20260811,,2026-05-30,2026-08-11,,Mitigated,Completed,0,0
183,RI-032-05,32,Issue,Material quotation may exceed the estimate,Cost,2,3,6,Medium,Finance Partner,20260619,20260811,,2026-06-19,2026-08-11,,Open,In Progress,0,0
184,RI-033-01,33,Risk,Committed spend limits recovery options — Connected Asset Acceleration,Cost,3,3,9,Medium,Technical Lead,20260501,20260811,,2026-05-01,2026-08-11,,Monitoring,In Progress,0,0
185,RI-033-02,33,Issue,Technical debt may complicate integration,Technical,3,2,6,Medium,Systems Lead,20260723,20260811,,2026-07-23,2026-08-11,,Open,Not Started,0,0
186,RI-033-03,33,Risk,Cloud run cost is trending above the baseline — Connected Asset Acceleration,Cost,4,4,16,High,Security Lead,20260713,20260811,,2026-07-13,2026-08-11,,Open,Not Started,0,0
187,RI-033-04,33,Issue,Environment parity is not yet demonstrated — Connected Asset Acceleration,Technical,3,3,9,Medium,Supplier Manager,20260528,20260811,,2026-05-28,2026-08-11,,Monitoring,In Progress,0,0
188,RI-033-05,33,Risk,Security approval is on the critical path,Dependency,2,3,6,Medium,Release Manager,20260701,20260811,,2026-07-01,2026-08-11,,Open,In Progress,0,0
189,RI-034-01,34,Risk,Vendor component readiness is uncertain,Dependency,4,3,12,High,Quality Lead,20260801,20260811,,2026-08-01,2026-08-11,,Open,Not Started,0,0
190,RI-034-02,34,Issue,Pilot readiness depends on unresolved actions,Schedule,2,2,4,Low,Finance Partner,20260510,20260707,,2026-05-10,2026-07-07,,Monitoring,In Progress,0,1
191,RI-034-03,34,Risk,Field issue recurrence needs containment — Connected Asset Orchestration,Quality,3,3,9,Medium,Data Lead,20260113,20260520,,2026-01-13,2026-05-20,,Mitigated,Completed,0,0
192,RI-034-04,34,Risk,Integration sequence may compress validation — Connected Asset Orchestration,Schedule,5,1,5,Low,Project Manager,20260625,20260811,,2026-06-25,2026-08-11,,Mitigated,Completed,0,0
193,RI-034-05,34,Issue,Contractor transition may reduce throughput — Connected Asset Orchestration,Resource,3,3,9,Medium,Product Owner,20260625,20260811,,2026-06-25,2026-08-11,,Open,Not Started,0,0
194,RI-034-06,34,Issue,Field issue recurrence needs containment,Quality,4,4,16,High,Quality Lead,20260309,20260611,,2026-03-09,2026-06-11,,Monitoring,In Progress,0,1
195,RI-034-07,34,Risk,Critical skill coverage is below demand,Resource,4,3,12,High,Finance Partner,20260104,20260318,20260118,2026-01-04,2026-03-18,2026-01-18,Closed,Completed,0,0
196,RI-035-01,35,Risk,Contractor transition may reduce throughput,Resource,1,3,3,Low,Supplier Manager,20260503,20260808,,2026-05-03,2026-08-08,,Open,In Progress,0,1
197,RI-035-02,35,Risk,Traceability coverage requires remediation — Connected Asset Intelligence,Quality,2,3,6,Medium,Release Manager,20260222,20260524,20260408,2026-02-22,2026-05-24,2026-04-08,Closed,Completed,0,0
198,RI-035-03,35,Risk,External interface decision is blocking delivery — Connected Asset Intelligence,Dependency,3,3,9,Medium,Technical Lead,20260311,20260608,,2026-03-11,2026-06-08,,Mitigated,Completed,0,0
199,RI-035-04,35,Risk,Committed spend limits recovery options — Connected Asset Intelligence,Cost,2,2,4,Low,Systems Lead,20260203,20260322,,2026-02-03,2026-03-22,,Monitoring,In Progress,0,1
200,RI-035-05,35,Risk,Scope clarification may require a budget change — Connected Asset Intelligence,Cost,4,3,12,High,Security Lead,20260804,20260811,,2026-08-04,2026-08-11,,Monitoring,In Progress,0,0
201,RI-036-01,36,Risk,Supplier lead time threatens the next gate — Connected Operations Modernization,Schedule,2,3,6,Medium,Project Manager,20260510,20260811,,2026-05-10,2026-08-11,,Monitoring,In Progress,0,0
202,RI-036-02,36,Risk,Prototype result may require architecture rework,Technical,3,4,12,High,Product Owner,20260319,20260531,,2026-03-19,2026-05-31,,Mitigated,Completed,0,0
203,RI-036-03,36,Risk,Technical debt may complicate integration,Technical,3,4,12,High,Quality Lead,20260420,20260811,20260422,2026-04-20,2026-08-11,2026-04-22,Closed,Completed,0,0
204,RI-036-04,36,Risk,Interface behavior remains unproven,Technical,3,1,3,Low,Finance Partner,20260411,20260521,,2026-04-11,2026-05-21,,Mitigated,Completed,0,0
205,RI-036-05,36,Risk,Release window has limited recovery float,Schedule,3,3,9,Medium,Data Lead,20260731,20260811,,2026-07-31,2026-08-11,,Open,In Progress,0,0
206,RI-037-01,37,Risk,Interface behavior remains unproven — Connected Operations Analytics,Technical,3,2,6,Medium,Systems Lead,20251231,20260310,20260310,2025-12-31,2026-03-10,2026-03-10,Closed,Completed,0,0
207,RI-037-02,37,Risk,Regression scope may exceed the test window,Quality,4,4,16,High,Security Lead,20260220,20260426,,2026-02-20,2026-04-26,,Mitigated,Completed,0,0
208,RI-037-03,37,Issue,Regression scope may exceed the test window,Quality,3,5,15,High,Supplier Manager,20260712,20260811,,2026-07-12,2026-08-11,,Monitoring,In Progress,0,0
209,RI-037-04,37,Issue,Performance margin may not meet the target,Technical,5,4,20,Critical,Release Manager,20260706,20260811,,2026-07-06,2026-08-11,,Monitoring,Completed,1,0
210,RI-037-05,37,Risk,Scope clarification may require a budget change,Cost,2,4,8,Medium,Technical Lead,20251221,20260403,20260503,2025-12-21,2026-04-03,2026-05-03,Closed,Completed,0,0
211,RI-037-06,37,Issue,Field issue recurrence needs containment,Quality,2,4,8,Medium,Systems Lead,20260328,20260510,,2026-03-28,2026-05-10,,Open,In Progress,0,1
212,RI-037-07,37,Risk,Regression scope may exceed the test window — Connected Operations Analytics,Quality,4,1,4,Low,Security Lead,20260103,20260323,20260416,2026-01-03,2026-03-23,2026-04-16,Closed,Completed,0,0
213,RI-038-01,38,Risk,Shared engineer availability may delay delivery — Connected Operations Platform,Resource,3,3,9,Medium,Finance Partner,20260515,20260624,20260611,2026-05-15,2026-06-24,2026-06-11,Closed,Completed,0,0
214,RI-038-02,38,Risk,Security approval is on the critical path — Connected Operations Platform,Dependency,3,3,9,Medium,Data Lead,20260516,20260713,,2026-05-16,2026-07-13,,Mitigated,Completed,0,0
215,RI-038-03,38,Risk,Performance margin may not meet the target — Connected Operations Platform,Technical,3,3,9,Medium,Project Manager,20260427,20260811,,2026-04-27,2026-08-11,,Monitoring,In Progress,0,0
216,RI-038-04,38,Risk,Late design decision may affect downstream work — Connected Operations Platform,Schedule,2,1,2,Low,Product Owner,20260630,20260811,,2026-06-30,2026-08-11,,Open,In Progress,0,0
217,RI-038-05,38,Risk,Material quotation may exceed the estimate,Cost,4,5,20,Critical,Quality Lead,20260310,20260706,20260517,2026-03-10,2026-07-06,2026-05-17,Closed,Completed,0,0
218,RI-039-01,39,Risk,Review capacity is concentrated in one role,Resource,3,3,9,Medium,Release Manager,20260513,20260811,,2026-05-13,2026-08-11,,Monitoring,In Progress,0,0
219,RI-039-02,39,Risk,Review capacity is concentrated in one role — Connected Operations Optimization,Resource,3,1,3,Low,Technical Lead,20260802,20260811,,2026-08-02,2026-08-11,,Open,Not Started,0,0
220,RI-039-03,39,Issue,Security approval is on the critical path,Dependency,5,2,10,Medium,Systems Lead,20260731,20260811,,2026-07-31,2026-08-11,,Monitoring,In Progress,0,0
221,RI-039-04,39,Risk,Customer test access is not yet confirmed,Dependency,5,2,10,Medium,Security Lead,20260209,20260402,,2026-02-09,2026-04-02,,Mitigated,Completed,0,0
222,RI-039-05,39,Risk,Customer test access is not yet confirmed — Connected Operations Optimization,Dependency,3,3,9,Medium,Supplier Manager,20260207,20260430,,2026-02-07,2026-04-30,,Monitoring,In Progress,0,1
223,RI-039-06,39,Risk,Prototype result may require architecture rework — Connected Operations Optimization,Technical,2,2,4,Low,Release Manager,20260604,20260811,,2026-06-04,2026-08-11,,Open,In Progress,0,0
224,RI-040-01,40,Issue,Upstream data contract remains unresolved — Connected Operations Integration,Dependency,3,3,9,Medium,Product Owner,20260716,20260811,,2026-07-16,2026-08-11,,Open,Not Started,0,0
225,RI-040-02,40,Risk,Integration sequence may compress validation,Schedule,5,3,15,High,Quality Lead,20260806,20260811,,2026-08-06,2026-08-11,,Monitoring,In Progress,0,0
226,RI-040-03,40,Risk,Verification evidence is incomplete,Quality,4,4,16,High,Finance Partner,20260711,20260811,,2026-07-11,2026-08-11,,Open,In Progress,0,0
227,RI-040-04,40,Risk,Supplier lead time threatens the next gate — Connected Operations Integration,Schedule,5,4,20,Critical,Data Lead,20260131,20260507,,2026-01-31,2026-05-07,,Mitigated,Completed,0,0
228,RI-040-05,40,Risk,Committed spend limits recovery options,Cost,3,3,9,Medium,Project Manager,20260218,20260514,20260402,2026-02-18,2026-05-14,2026-04-02,Closed,Completed,0,0
229,RI-041-01,41,Issue,Cloud run cost is trending above the baseline,Cost,4,1,4,Low,Security Lead,20260121,20260411,,2026-01-21,2026-04-11,,Mitigated,Completed,0,0
230,RI-041-02,41,Risk,Cloud run cost is trending above the baseline — Connected Operations Transformation,Cost,3,3,9,Medium,Supplier Manager,20260711,20260811,,2026-07-11,2026-08-11,,Open,Not Started,0,0
231,RI-041-03,41,Risk,Vendor component readiness is uncertain — Connected Operations Transformation,Dependency,3,3,9,Medium,Release Manager,20260707,20260811,,2026-07-07,2026-08-11,,Mitigated,Completed,0,0
232,RI-041-04,41,Issue,Field issue recurrence needs containment,Quality,3,3,9,Medium,Technical Lead,20260403,20260519,,2026-04-03,2026-05-19,,Open,Not Started,0,1
233,RI-041-05,41,Risk,Customer test access is not yet confirmed — Connected Operations Transformation,Dependency,1,2,2,Low,Systems Lead,20260529,20260811,,2026-05-29,2026-08-11,,Open,In Progress,0,0
234,RI-042-01,42,Risk,Shared engineer availability may delay delivery,Resource,2,4,8,Medium,Data Lead,20260427,20260719,20260626,2026-04-27,2026-07-19,2026-06-26,Closed,Completed,0,0
235,RI-042-02,42,Issue,Upstream data contract remains unresolved — Connected Operations Enablement,Dependency,3,1,3,Low,Project Manager,20260324,20260731,,2026-03-24,2026-07-31,,Mitigated,Completed,0,0
236,RI-042-03,42,Risk,Platform release timing may create a mismatch,Dependency,4,2,8,Medium,Product Owner,20251001,20251205,20251231,2025-10-01,2025-12-05,2025-12-31,Closed,Completed,0,0
237,RI-043-01,43,Risk,Integration sequence may compress validation — Connected Operations Acceleration,Schedule,2,3,6,Medium,Technical Lead,20260721,20260811,,2026-07-21,2026-08-11,,Open,In Progress,0,0
238,RI-043-02,43,Risk,Vendor component readiness is uncertain — Connected Operations Acceleration,Dependency,3,2,6,Medium,Systems Lead,20260121,20260417,20260428,2026-01-21,2026-04-17,2026-04-28,Closed,Completed,0,0
239,RI-043-03,43,Risk,Traceability coverage requires remediation,Quality,3,5,15,High,Security Lead,20260115,20260309,20260304,2026-01-15,2026-03-09,2026-03-04,Closed,Completed,0,0
